index_número_registro,tipo_registro,núcleo_víctima,nombre_víctima,tipo_delito,fecha_registro,directa_indirecta,fecha_acuerdo_ministerial,carpeta_investigacion,numero_anexo,numero_recomendacion,nombre_recomendacion,fecha_emision_recomendacion,derechos_violados,clave_víctima,fecha_sentencia,expediente_judicial,AlfanúmericaRegistro
543,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],27 de diciembre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
545,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,Delito – MP,Name,Name,Type,24 de julio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,Delito – MP,Name,Name,Type,24 de julio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],26 de diciembre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
575,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],24 de octubre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
576,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the violation of the right to movility and access to justice for not guaranteeing security [Example],24 de octubre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
577,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the right of women to a life free of obstetric violence [Example],24 de octubre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
578,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
579,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
580,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
581,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
582,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
583,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
584,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,Delito – MP,Name,Name,Type,05 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,Delito – MP,Name,Name,Type,05 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
619,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
620,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
621,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,Delito – MP,Name,Name,Type,13 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,Delito – MP,Name,Name,Type,13 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],8 de marzo de 1994,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
641,Delito – MP,Name,Name,Type,27 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,Delito – MP,Name,Name,Type,27 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,Delito – MP,Name,Name,Type,27 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,Delito – MP,Name,Name,Type,27 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,Delito – MP,Name,Name,Type,27 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,Delito – MP,Name,Name,Type,27 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,Delito – MP,Name,Name,Type,27 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,Delito – MP,Name,Name,Type,27 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,Delito – MP,Name,Name,Type,27 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,Delito – MP,Name,Name,Type,27 de agosto de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,Delito – MP,Name,Name,Type,27 de agosto de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the violation of the right to movility and access to justice for not guaranteeing security [Example],26 de septiembre de 2019,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
653,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the right of women to a life free of obstetric violence [Example],21 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
654,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Use of psychological torture as research tool [Example],21 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
655,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],21 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
656,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],24 de octubre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
657,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the violation of the right to movility and access to justice for not guaranteeing security [Example],24 de octubre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
658,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the right of women to a life free of obstetric violence [Example],24 de octubre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
659,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Use of psychological torture as research tool [Example],21 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
660,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,Delito – MP,Name,Name,Type,11 de septiembre de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,Delito – MP,Name,Name,Type,11 de septiembre de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
